CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPITA_INCOME,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT
00046201,29,67,0,S,1,14,H,M,7,1,P,0,,2444,729,87,28668,0,31,46,23,1,0,N,3,0.25,15,0.333,20,3,2,21,10,23,45,3,15,20,25,5,25,6,13,21,26,15,2
00046313,29,81,0,C,2,29,H,F,1,1,B,22,,458,184,96,12142,0,56,7,88,0,0,A,1,0.143,17.5,0.143,10,2,1,18,11,24,35,2,17.5,15,25,10,25,6,13,18,29,17.5,1
00046541,17,49,0,T,1,34,H,F,5,1,B,25,,1930,462,72,31606,0,33,20,55,0,0,F,1,0.2,15,0.5,15,1,1,17,5,12,15,1,15,0,15,15,15,4,9,17,17,15,1
00046552,41,,0,T,1,34,H,F,7,0,M,6,,1930,462,72,31606,0,33,20,55,0,0,A,1,0.111,13,0,0,2,0,17,11,30,31,3,10.33,11,16,5,16,4,10,17,41,10.33,1
00046973,29,51,0,T,2,40,U,M,,1,N,0,,873,380,94,14874,0,30,57,16,0,0,A,1,0.125,15,0.143,15,2,1,23,10,24,30,2,15,0,15,15,15,4,10,23,32,15,1
00047161,137,78,0,S,1,12,H,M,3,1,B,1,7,661,332,92,15892,1,48,12,75,1,3,A,1,0.143,11.33,0.3,11.33,3,3,20,32,83,132,15,8.8,8,13,5,10,5,12,20,128,8.8,11
00047270,29,57,0,T,2,39,H,M,4,1,P,0,,530,295,85,11228,1,27,37,25,0,0,A,1,0.154,12.5,0,0,2,0,26,8,24,25,2,12.5,5,15,10,15,4,10,26,32,12.5,0
00047420,53,,0,S,1,13,U,F,,0,N,0,9,1372,633,87,26574,1,38,24,42,0,0,A,1,0.1,15,0,0,2,0,20,17,43,72,6,12,7,17,10,17,6,13,20,52,12,1
00047590,29,25,0,R,1,42,H,M,3,0,P,0,,804,295,87,15041,0,41,22,38,0,0,A,3,0.154,12.5,0.167,13,2,1,21,10,24,45,4,11.25,3,13,10,10,6,12,18,31,11.25,1
00047889,137,80,0,C,3,31,U,U,,1,N,0,6,871,282,76,15699,1,46,17,47,1,10,A,1,0.105,10,0,0,2,0,18,29,72,139,20,6.95,8,11,3,11,5,16,18,130,6.95,7
00048012,137,78,0,R,2,43,H,M,3,0,P,0,3,478,222,86,10817,0,33,30,34,1,0,A,2,0.182,13.75,0.091,10,4,1,20,29,69,128,14,9.14,10,15,5,15,6,15,18,106,9.14,8
00048077,41,39,0,R,2,43,U,F,2,1,B,0,,539,239,79,10589,0,28,31,28,0,0,A,1,0.1,21,0,0,2,0,18,14,32,47,3,15.67,17,22,5,22,6,11,18,42,15.67,1
00048246,41,65,0,C,1,24,H,F,6,1,B,17,,627,332,83,15547,0,45,33,25,0,0,A,2,0.176,14.67,0.143,15,3,1,19,13,33,49,4,12.25,15,20,5,20,6,12,19,44,12.25,2
00048338,17,54,0,T,2,36,H,M,3,0,P,0,,511,288,83,11357,0,31,32,35,0,0,F,1,0.2,25,0.5,25,1,1,16,6,14,25,1,25,0,25,25,25,5,12,16,16,25,1
00048347,29,,0,?,?, .,H,F,5,1,B,0,,606,364,92,13463,0,0,0,0,0,0,A,1,0.154,10,0.2,5,2,1,19,8,21,20,2,10,10,15,5,15,4,10,19,33,10,1
00048360,77,,0,T,2,36,U,F,,0,N,0,4,516,190,66,10642,0,33,35,35,0,0,A,1,0.063,17,0.167,17,1,1,22,16,47,43,5,8.6,12,17,5,17,4,10,22,67,8.6,3
00048455,41,,0,R,3,51,U,M,2,1,B,0,,387,203,84,9654,0,20,36,35,1,0,A,4,0.421,7.38,0.6,6.83,8,6,16,14,34,76,12,6.33,9,12,3,10,4,9,16,44,6.33,8
00048487,113,51,0,R,3,50,H,F,3,1,P,0,3,364,170,73,8962,1,21,26,36,1,0,A,1,0.048,34,0,0,1,0,26,27,68,130,13,10,29,34,5,34,5,12,26,102,10,5
00048664,65,53,0,C,3,32,H,F,1,0,P,0,1,347,184,76,5223,2,15,43,39,0,0,E,1,0.077,15,0,0,1,0,15,9,32,31,3,10.33,10,15,5,15,2,8,15,57,10.33,1
00048707,137,79,0,C,3,32,H,F,5,0,B,1,0,233,63,49,3020,0,34,8,56,1,4,A,1,0.111,13.5,0,0,2,0,26,22,45,48,7,6.86,14,15,1,15,4,9,26,127,6.86,4
00048755,137,85,0,C,1,23,H,F,5,1,B,12,,1653,539,91,41752,2,42,21,49,1,1,S,2,0.211,8.5,0.25,8.5,4,2,20,30,73,149,14,10.64,10,15,5,10,6,13,20,125,10.64,9
00048778,65,49,0,S,1,11,H,F,5,1,B,2,9,978,392,42,18462,10,29,40,28,1,1,S,4,0.227,15.2,0.273,15.67,5,3,22,20,49,176,14,12.57,35,40,5,40,6,14,18,56,12.57,6
00048966,29,,0,C,1,23,H,M,5,1,B,2,,866,385,86,20684,0,42,8,58,0,0,A,1,0.158,27.67,0.111,25,3,1,17,13,30,83,3,27.67,6,31,25,31,6,13,17,32,27.67,1
00049176,137,67,0,R,3,51,H,M,4,1,B,75,1,321,171,75,8763,0,29,28,39,1,1,S,2,0.25,9.4,0.455,9.4,5,5,24,33,75,177,31,5.71,8,10,2,8,6,12,24,119,5.71,18
00049207,137,,0,R,2,43,U,F,1,1,B,1,,473,254,90,8938,0,29,34,21,1,1,S,3,0.222,3.5,0.125,3,4,1,18,28,65,62,18,3.44,6,8,2,5,5,11,18,127,3.44,10
00049291,101,38,0,R,2,47,H,M,6,1,B,1,2,370,151,65,8933,0,24,26,41,1,1,S,4,0.286,14.5,0.3,15,6,3,18,28,71,206,18,11.44,14,17,3,10,6,14,18,100,11.44,13
00049351,41,63,0,T,2,40,H,M,5,0,B,7,,712,377,92,15013,0,39,37,20,0,0,A,1,0.125,14.2,0.143,13.4,2,1,18,10,25,28.4,2,14.2,1.6,15,13.4,15,4,10,18,35,14.2,1
00049408,113,71,0,C,3,30,H,M,2,1,B,2,5,407,270,80,11754,0,37,18,46,0,0,A,4,0.313,11.4,0.286,12.5,5,2,16,26,67,106,11,9.64,10,13,3,13,6,18,16,111,9.64,5
00049519,101,57,0,S,3,21,H,M,3,1,B,3,5,464,270,82,9942,1,38,45,31,1,1,S,3,0.333,5.5,0.5,5,4,3,16,18,46,104,16,6.5,7,10,3,5,3,7,16,92,6.5,10
00049712,29,,0,R,3,50,U,M,,0,N,0,,310,243,82,9642,0,21,24,37,1,0,N,4,0.5,11.2,0.6,11.33,5,3,16,9,23,56,5,11.2,2,12,10,12,6,14,16,24,11.2,3
00049729,65,,0,T,3,41,U,F,,0,N,0,,524,253,84,10618,0,31,20,40,0,0,A,4,0.5,5.4,0.4,5.5,5,2,18,10,23,49,10,4.9,3,6,3,5,4,6,18,56,4.9,3
00049809,137,65,0,R,2,47,U,M,,0,N,0,7,457,208,80,12540,1,27,20,34,1,1,S,2,0.15,10,0.222,10,3,2,16,30,72,114,13,8.77,7,12,5,10,6,14,16,119,8.77,11
00049988,89,41,0,T,2,39,H,M,4,0,P,0,2,0,0,0,0,64,22,34,12,0,0,A,2,0.053,15,0.111,15,1,1,21,18,40,76,8,9.5,10,15,5,10,6,12,18,81,9.5,4
00049990,41,33,0,T,2,39,H,M,5,0,B,0,4,550,254,68,10089,35,36,55,12,0,0,A,1,0.125,15,0,0,2,0,25,11,31,35,3,11.67,10,15,5,15,4,10,25,44,11.67,1
00050204,53,,0,C,1,24,U,F,,1,N,0,9,1375,633,95,21501,0,26,25,18,1,1,S,4,0.421,13.13,0.455,14,8,5,17,20,47,219,18,12.17,5,15,10,15,6,13,17,53,12.17,10
00050224,29,45,0,C,2,27,H,M,4,1,B,0,,702,411,71,12153,0,20,52,0,0,0,N,3,0.25,10.67,0.4,8.5,3,2,15,9,21,32,3,10.67,10,15,5,12,6,13,15,26,10.67,2
00050487,41,63,0,C,2,25,H,F,2,0,P,0,,812,182,21,12482,0,14,28,30,0,0,A,3,0.15,10.33,0.2,11.5,3,2,23,15,35,65,8,8.13,10,13,3,10,6,12,18,40,8.13,2
00050640,137,76,0,T,2,39,H,M,5,0,B,0,6,908,415,92,15683,4,24,55,10,1,1,S,3,0.267,7.75,0.167,6,4,1,15,23,57,109,18,6.06,5,10,5,8,4,9,15,127,6.06,13
00050666,41,50,0,R,2,43,H,F,4,1,B,5,,471,269,84,10502,0,22,47,27,0,0,A,1,0.063,25,0,0,1,0,26,11,26,28,2,14,22,25,3,25,4,10,26,40,14,1
00050684,137,,0,R,2,45,U,F,,0,N,0,3,467,203,85,11278,0,38,30,37,1,1,S,4,0.167,5,0.375,5,3,3,18,28,60,62,14,4.43,2,5,3,5,5,11,18,126,4.43,11
00050821,137,75,0,S,3,21,H,F,1,1,B,5,5,499,254,65,10714,0,32,40,40,1,1,S,2,0.273,15.83,0.182,15,6,2,15,34,80,255,22,11.59,17,20,3,16,6,13,15,122,11.59,13
00050890,17,30,0,C,2,25,U,F,2,1,B,2,,740,349,55,17643,2,20,53,7,0,0,F,1,0.2,20,0.5,20,1,1,17,5,13,20,1,20,0,20,20,20,4,10,17,17,20,1
00051009,41,,0,T,1,34,U,F,,0,N,0,9,780,443,94,20004,0,27,34,30,1,0,A,1,0.1,15,0.1,15,2,1,30,14,32,58,5,11.6,17,20,3,20,4,7,18,45,11.6,3
00051149,77,42,0,T,2,36,H,M,7,1,B,4,4,429,232,69,10381,0,31,21,34,1,1,S,3,0.263,5,0.333,5,5,3,19,22,58,128,21,6.1,8,11,3,5,6,13,19,75,6.1,8
00051270,125,,0,R,2,43,H,M,6,1,B,1,3,476,204,79,9524,0,40,28,45,1,1,S,3,0.333,9.86,0.273,9.67,7,3,15,32,76,204,26,7.85,7,10,3,10,6,13,15,125,7.85,15
00051285,137,49,0,R,2,49,H,M,2,1,B,0,,548,191,68,10406,0,33,27,32,0,0,A,1,0.056,25,0.125,25,1,1,27,28,61,90,5,18,15,25,10,25,4,9,27,114,18,3
00051441,29,63,0,T,2,36,U,M,1,1,B,4,,485,206,84,9214,1,34,22,37,0,0,A,4,0.455,4.4,0.333,6,5,1,15,7,21,25,6,4.17,3,6,3,4,5,11,15,30,4.17,1
00051486,101,69,0,C,3,30,H,M,5,1,B,14,5,325,119,42,8856,0,39,36,26,1,1,S,4,0.368,6.43,0.455,6,7,5,17,25,62,140,22,6.36,6,9,3,6,4,8,17,92,6.36,13
00051544,29,53,0,C,2,27,H,M,5,1,B,12,,425,233,60,11641,0,28,18,16,1,4,A,1,0.167,20,0.333,20,3,3,21,14,31,60,3,20,0,20,20,20,6,12,21,33,20,3
00051683,53,,0,C,2,25,H,M,4,1,P,0,,690,194,42,13120,0,0,0,0,1,1,S,4,0.294,5,0.4,5,5,4,17,18,42,50,10,5,0,5,5,5,6,12,15,53,5,6
00051692,137,71,0,T,1,34,H,F,6,1,B,11,7,829,345,70,16592,0,35,17,46,1,1,S,3,0.263,10,0.273,13.33,5,3,18,31,69,212,20,10.6,10,15,5,5,4,8,18,130,10.6,12
00051741,29,,0,C,3,30,U,F,3,1,B,0,,613,194,87,11216,0,46,22,37,0,0,A,4,0.333,17,0.286,20,5,2,16,11,28,85,5,17,10,20,10,20,6,14,16,31,17,2
00051824,137,74,0,T,2,36,U,F,3,1,P,0,,549,235,60,11606,1,26,28,32,1,1,S,4,0.444,12.88,0.636,12.71,8,7,17,33,85,426,42,10.14,12,15,3,15,5,14,17,130,10.14,25
00052015,41,,0,R,3,51,U,F,5,0,P,0,,368,197,83,8581,0,29,34,31,1,1,S,4,0.368,5.29,0.5,5.4,7,5,19,16,35,47,9,5.22,2,7,5,5,6,12,19,44,5.22,6
00052039,65,,0,T,1,35,U,F,1,1,B,0,6,866,352,85,15350,0,37,20,54,0,0,A,1,0.105,16,0.111,15,2,1,26,18,43,64,5,12.8,7,17,10,17,5,10,26,57,12.8,3
00052116,113,80,0,T,2,36,H,F,6,1,B,0,2,680,236,71,11568,0,29,27,34,1,1,S,3,0.182,9.75,0.273,9.67,4,3,14,41,114,241,26,9.27,13,16,3,15,7,21,4,112,9.27,14
00052158,77,35,0,R,2,43,H,F,1,0,P,0,3,351,141,72,5772,0,26,43,19,1,1,S,4,0.632,2.67,0.778,2,12,7,15,22,55,88,34,2.59,3,5,2,5,5,12,15,75,2.59,16
00052173,29,68,0,T,2,36,H,F,1,1,B,0,,249,146,78,7026,0,28,29,33,0,0,A,1,0.214,18.33,0.25,20,3,2,21,12,25,55,3,18.33,5,20,15,20,6,12,21,29,18.33,2
00052215,29,36,0,T,3,41,U,F,3,1,B,17,,318,70,43,6296,0,41,0,99,0,0,F,1,0.25,20,0.5,20,1,1,18,5,12,20,1,20,0,20,20,20,4,10,18,18,20,1
00052366,17,70,0,T,3,41,H,F,5,1,B,11,,415,176,64,8728,0,24,33,24,0,0,N,2,0.25,20,0.5,20,1,1,18,5,14,26,2,13,14,20,6,6,4,11,15,18,13,1
00052547,41,57,0,R,2,43,H,M,4,1,B,2,,309,147,85,6852,2,27,39,21,1,1,S,4,0.474,4.78,0.6,4.67,9,6,18,15,32,49,11,4.45,2,5,3,5,6,12,18,39,4.45,7
00052548,77,60,0,R,2,43,U,M,1,0,P,0,3,457,203,67,10766,0,30,30,34,0,0,A,2,0.095,14,0,0,2,0,23,22,56,95,7,13.57,19,25,6,25,7,14,18,76,13.57,2
00052574,125,52,0,R,2,46,H,F,7,1,P,0,3,619,172,84,10705,0,35,18,28,1,1,S,4,0.381,11.63,0.364,11.5,8,4,17,30,74,189,23,8.22,11,14,3,10,6,14,15,124,8.22,12
00052630,29,47,0,?,?, .,H,M,2,1,B,0,,491,226,83,7877,0,0,0,0,0,0,A,1,0.167,13,0.333,13,2,2,17,9,21,26,2,13,6,16,10,16,4,10,17,29,13,2
00052688,53,57,0,C,2,27,H,M,5,1,B,2,8,696,317,59,18132,0,38,33,25,0,0,A,1,0.125,20,0,0,2,0,26,14,37,65,3,21.67,10,25,15,25,5,11,26,53,21.67,1
00052793,89,87,0,C,1,23,U,F,5,1,M,6,9,2296,514,74,64331,0,48,21,53,0,0,A,2,0.136,21.67,0.182,25,3,2,25,26,65,155,12,12.92,20,25,5,25,6,12,25,81,12.92,7
00052938,29,56,0,T,1,35,U,F,4,1,M,0,,915,440,86,17610,1,24,29,21,0,0,A,1,0.154,10,0.4,10,2,2,20,8,22,20,2,10,10,15,5,15,4,10,20,31,10,2
00052954,137,75,0,C,1,24,H,F,7,1,B,1,9,919,519,85,22212,0,26,50,20,0,0,A,1,0.105,19,0.1,18,2,1,16,28,76,161,14,11.5,15,20,5,20,5,14,16,122,11.5,7
00053039,89,,0,R,2,49,H,F,2,0,B,4,6,602,307,82,11158,8,27,48,28,1,10,E,1,0.118,12.5,0.143,10,2,1,15,22,58,115,14,8.21,23,25,2,15,3,10,15,78,8.21,6
00053086,65,48,0,T,1,35,U,F,5,1,M,0,9,1312,673,97,23423,1,27,54,12,0,0,A,1,0.111,22.5,0.25,22.5,2,2,20,17,46,85,4,21.25,5,25,20,25,6,13,20,64,21.25,4
00053089,89,69,0,T,1,35,H,M,6,1,B,0,9,1195,644,94,21739,0,44,55,14,1,0,A,2,0.182,12.5,0.273,12.33,4,3,24,23,60,134,14,9.57,14,16,2,16,6,11,24,81,9.57,7
00053212,29,,0,R,2,47,U,F,,0,N,0,,814,263,24,15419,3,24,30,30,0,0,A,1,0.154,13,0.333,13,2,2,23,9,23,26,2,13,6,16,10,16,4,11,23,29,13,2
00053327,89,81,0,C,3,32,U,F,1,1,B,2,1,299,109,44,5319,0,16,55,15,0,0,A,1,0.059,17,0,0,1,0,26,18,48,47,5,9.4,12,17,5,17,4,9,26,86,9.4,2
00053522,77,34,0,S,1,13,H,F,7,1,B,7,9,1191,515,82,32477,1,48,12,65,1,3,A,1,0.158,11,0.222,12,3,2,18,20,48,53,8,6.63,13,15,2,15,6,13,18,76,6.63,6
00053744,17,63,0,S,1,14,H,M,7,1,B,30,,1346,632,93,22685,0,33,37,18,0,0,N,2,0.286,12.5,0.667,12.5,2,2,16,7,17,25,2,12.5,5,15,10,10,5,12,16,21,12.5,2
00053863,41,,0,R,2,45,U,F,1,0,P,0,,379,185,83,9412,1,31,18,41,1,2,F,4,0.316,4.67,0.556,4.6,6,5,15,17,44,44,10,4.4,2,5,3,5,6,17,15,44,4.4,7
00054101,29,69,0,T,2,40,H,F,5,1,B,1,,746,260,58,11660,0,35,53,18,0,0,A,1,0.154,10,0,0,2,0,18,9,22,20,2,10,10,15,5,15,5,11,18,28,10,0
00054127,113,42,0,T,1,35,H,M,4,1,M,2,,1076,498,92,23620,0,30,17,41,1,0,A,1,0.056,15,0,0,1,0,17,26,59,78,10,7.8,10,15,5,15,5,12,17,113,7.8,5
00054214,17,87,0,R,2,48,H,F,3,1,B,10,,466,237,65,17903,0,41,16,55,0,0,F,1,0.2,15,0.5,15,1,1,16,5,13,15,1,15,0,15,15,15,4,11,16,16,15,1
00054347,17,,0,R,3,51,U,F,,0,N,0,,378,175,71,8880,0,30,27,38,0,0,F,1,0.2,50,0,0,1,0,16,6,14,50,1,50,0,50,50,50,5,12,16,16,50,0
00054442,89,53,0,R,2,49,H,F,2,1,B,5,8,811,326,85,11831,0,39,30,15,1,1,S,3,0.19,21.25,0.1,25,4,1,16,24,62,139,10,13.9,20,25,5,25,6,15,16,85,13.9,5
00054614,41,71,0,T,2,36,H,F,4,1,B,6,,491,243,76,11403,0,22,49,40,1,0,A,3,0.263,6.4,0.375,6.67,5,3,16,12,29,32,5,6.4,5,10,5,5,6,13,16,35,6.4,3
00054794,29,54,0,R,2,43,H,M,6,0,B,0,,436,206,80,9103,1,29,29,30,1,1,S,4,0.438,8.86,0.625,10,7,5,16,12,30,62,7,8.86,10,15,5,10,6,14,16,33,8.86,5
00054795,41,37,0,T,3,41,H,F,4,1,B,1,,403,274,83,12993,0,42,19,41,1,1,S,4,0.389,5.86,0.6,5.83,7,6,20,15,32,55,10,5.5,4,7,3,6,6,11,20,41,5.5,7
00054796,41,55,0,T,3,41,H,F,7,0,B,0,,386,121,44,5968,0,24,24,51,1,1,S,3,0.19,8.25,0.1,10,4,1,19,16,38,59,9,6.56,7,10,3,10,6,12,19,45,6.56,3
00054850,29,,0,?,?, .,U,M,,0,N,0,,339,143,80,7783,0,0,0,0,0,0,A,1,0.105,17.5,0.111,10,2,1,18,13,29,39,3,13,21,25,4,25,6,13,18,33,13,1
00054905,125,69,0,R,2,49,U,F,5,0,P,0,9,735,382,94,15756,1,25,30,27,0,0,A,1,0.1,19.5,0.091,20,2,1,24,28,61,118,8,14.75,13,20,7,19,6,12,24,113,14.75,4
00055027,65,71,0,T,1,35,H,F,2,1,B,19,9,955,521,96,22275,0,27,39,40,1,0,A,4,0.333,11.43,0.6,10,7,6,16,18,48,120.65,11,10.97,22,25,3,10,5,14,16,57,10.97,7
00055048,89,53,0,R,2,43,U,F,4,0,P,0,5,404,205,75,9614,1,24,27,37,0,0,A,1,0.105,22.5,0.1,22,2,1,18,21,52,102,6,17,18,23,5,23,5,12,18,81,17,3
00055079,137,52,0,T,3,41,U,F,5,0,P,0,0,295,93,74,4858,0,35,19,54,0,0,A,1,0.053,20,0,0,1,0,19,29,62,84,7,12,15,20,5,20,6,13,19,122,12,4
00055092,29,59,0,R,3,51,H,F,3,0,P,0,,382,183,80,8121,0,23,15,37,0,0,A,1,0.167,10,0.2,15,2,1,20,8,22,20,2,10,10,15,5,15,4,10,20,28,10,1
00055137,137,37,0,R,2,47,H,F,2,0,P,0,8,602,288,87,11243,0,25,27,41,0,0,A,2,0.143,15.67,0.3,15.67,3,3,16,32,72,174,11,15.82,22,27,5,12,6,13,16,116,15.82,9
00055237,17,31,0,S,1,12,H,M,7,1,B,23,,690,408,94,10921,0,28,74,7,0,0,F,1,0.2,18,0.5,18,1,1,16,5,13,18,1,18,0,18,18,18,4,11,16,16,18,1
00055306,137,62,0,S,1,12,H,F,7,1,B,1,9,659,446,83,20038,0,27,12,45,1,0,A,2,0.118,13,0.286,13,2,2,15,31,72,124,18,6.89,12,14,2,14,5,12,15,122,6.89,14
00055360,77,51,0,C,1,24,H,M,5,0,B,7,7,417,63,33,7160,0,30,23,40,0,0,A,1,0.105,21,0,0,2,0,25,20,49,92,5,18.4,12,22,10,20,6,12,25,65,18.4,2
00055403,53,79,0,R,2,47,H,F,3,0,P,0,8,549,233,76,11007,2,30,35,21,0,0,A,1,0.19,12.25,0.182,13.5,4,2,22,18,43,99,8,12.38,20,25,5,15,6,13,22,52,12.38,2
00055553,29,,0,R,2,47,U,M,7,0,P,0,,394,188,89,8350,0,24,19,43,0,0,N,1,0.1,25,0.25,25,1,1,24,7,17,25,1,25,0,25,25,25,4,9,24,24,25,1
00056000,29,35,0,R,3,50,U,F,7,0,P,0,,355,138,81,7769,0,24,27,40,0,0,A,1,0.154,15,0,0,2,0,26,8,22,30,2,15,10,20,10,20,4,9,26,31,15,0
00056120,137,,0,T,3,41,U,F,,0,N,0,6,518,330,77,14374,1,23,27,50,1,6,A,2,0.143,11.33,0.1,11,3,1,15,32,75,179,27,6.63,12,15,3,15,5,13,15,123,6.63,14
00056255,29,,0,T,1,35,U,M,,0,N,0,,966,388,81,14808,0,36,45,25,0,0,N,3,0.154,5,0.333,5,2,2,20,10,23,20,3,6.67,5,10,5,10,6,13,18,26,6.67,2
00056441,65,,0,T,2,36,U,U,4,1,M,3,7,555,303,80,16854,0,23,11,28,0,0,A,1,0.111,27.5,0.125,30,2,1,15,17,46,77,4,19.25,20,30,10,30,6,15,15,56,19.25,2
00056599,65,53,0,U,4,10,H,M,1,1,B,2,0,132,125,57,6171,0,25,40,33,0,0,L,1,0.105,19,0.1,20,2,1,15,20,50,94,7,13.43,10,20,10,18,5,12,15,65,13.43,3
00056630,17,66,0,S,2,18,H,F,2,1,B,1,,540,361,94,12894,2,21,47,16,0,0,F,1,0.2,20,0,0,1,0,16,6,14,20,1,20,0,20,20,20,5,12,16,16,20,0
00056697,41,51,0,S,3,21,H,F,5,1,B,2,,354,250,81,9288,0,33,31,21,1,0,A,4,0.389,9,0.556,8.6,7,5,19,15,35,77,10,7.7,7,10,3,10,6,12,19,44,7.7,6
00056774,17,35,0,S,2,16,H,M,5,1,B,0,,508,256,81,10571,0,50,10,65,0,0,F,1,0.2,33,0.5,33,1,1,16,6,14,33,1,33,0,33,33,33,5,12,16,16,33,1
00056795,113,56,0,S,1,11,U,F,,0,N,0,9,502,272,65,12269,0,34,24,39,1,5,A,1,0.091,25,0,0,2,0,27,24,59,120,5,24,15,30,15,25,5,11,27,104,24,2
00056843,125,61,0,S,2,18,U,F,5,1,P,0,9,592,460,95,17695,0,33,75,6,0,0,A,2,0.125,14.5,0,0,2,0,19,23,57,95,9,10.56,10,15,5,15,6,15,19,119,10.56,5
00056886,41,71,0,S,1,13,H,M,5,1,B,1,,1111,506,78,21181,0,34,40,30,1,1,S,4,0.421,7.13,0.7,7.14,8,7,17,14,34,73,11,6.64,5,10,5,6,5,11,15,41,6.64,8
00056914,65,34,0,S,3,21,H,F,5,1,B,2,7,480,355,92,12124,0,21,44,24,1,1,S,3,0.389,10,0.455,10,7,5,17,23,54,167,20,8.35,5,10,5,10,6,13,17,65,8.35,11
00057022,65,,0,R,2,45,U,U,,0,N,0,5,460,223,72,10805,0,27,24,39,0,0,A,1,0.067,25,0,0,1,0,20,16,41,71,5,14.2,15,25,10,25,6,13,20,57,14.2,3
00057039,137,68,0,R,3,51,H,F,2,0,P,0,0,195,131,79,5727,0,23,27,41,1,1,S,4,0.524,5.27,0.727,5.13,11,8,17,35,84,185,43,4.3,3,6,3,5,5,10,17,128,4.3,25
00057233,113,75,0,R,3,51,H,M,1,0,P,0,4,380,180,76,8096,0,26,16,51,1,11,A,1,0.118,16,0.125,12,2,1,16,28,70,132,17,7.76,17,20,3,20,5,13,16,113,7.76,10
00057253,89,55,0,T,1,34,U,F,4,1,M,3,8,834,381,55,16287,0,28,44,21,0,0,A,1,0.063,15,0,0,1,0,25,18,44,40,4,10,12,15,3,15,4,9,25,88,10,1
00057412,17,27,0,S,1,12,H,F,5,1,B,7,,910,484,92,17977,0,20,59,18,0,0,F,1,0.2,15,0,0,1,0,16,5,13,15,1,15,0,15,15,15,4,11,16,16,15,0
00057463,125,71,0,S,2,17,H,F,6,0,P,0,6,584,274,31,15105,0,17,35,16,1,0,A,1,0.067,18,0,0,1,0,24,23,55,78,7,11.14,12,18,6,18,4,9,24,115,11.14,5
00057811,53,53,0,S,2,17,H,M,4,1,B,6,0,636,313,58,11959,0,36,37,18,0,0,A,1,0.063,25,0,0,1,0,18,14,37,43,4,10.75,20,25,5,25,6,12,18,53,10.75,2
00057963,125,70,0,C,2,28,H,F,3,1,B,42,8,492,332,74,21410,0,40,27,40,1,0,A,2,0.19,9.5,0.3,9.33,4,3,17,30,73,135,16,8.44,15,18,3,11,6,15,17,126,8.44,12
00057964,137,71,0,C,3,33,U,M,1,1,B,6,,428,166,46,13608,0,30,11,67,1,1,S,4,0.364,10.5,0.6,10.67,4,3,16,20,55,147,16,9.19,8,13,5,12,4,9,16,130,9.19,13
00057992,77,51,0,R,1,42,H,M,7,0,P,0,8,838,404,93,17321,0,42,22,38,1,1,S,4,0.286,5,0.545,5,6,6,16,22,53,73,15,4.87,2,5,3,5,6,13,16,68,4.87,10
00058075,101,77,0,T,2,39,U,F,3,0,P,0,,402,173,73,7483,0,30,26,41,1,0,A,1,0.056,15,0,0,1,0,16,26,66,133,14,9.5,10,15,5,15,5,12,16,103,9.5,6
00058084,89,51,0,R,2,43,H,U,4,0,B,0,1,455,143,67,9378,1,22,26,33,0,0,A,1,0.118,12.5,0.125,10,2,1,27,18,47,55,6,9.17,12,15,3,15,4,9,27,81,9.17,2
00058086,137,53,0,R,3,51,H,F,3,0,P,0,2,240,99,77,6133,0,18,8,46,1,1,S,4,0.429,3.78,0.455,4,9,5,16,30,67,75,23,3.26,4,5,1,2,6,12,16,123,3.26,13
00058351,89,69,0,R,3,51,U,M,5,1,B,1,,269,224,81,8172,0,25,34,28,1,0,A,4,0.316,9.33,0.375,9.67,6,3,-11,19,52,62,8,7.75,5,10,5,8,6,14,18,78,7.75,4
00058428,125,54,0,R,3,51,H,F,3,1,P,0,4,369,154,89,6916,0,17,29,29,1,0,A,1,0.059,16,0,0,1,0,25,28,61,118,10,11.8,12,17,5,16,5,10,25,124,11.8,5
00058499,137,46,0,T,2,40,U,M,4,0,P,0,7,570,315,79,14450,0,28,33,47,1,10,A,1,0.15,10,0.111,10,3,1,16,31,75,143,21,6.81,7,10,3,10,4,11,16,129,6.81,13
